#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.108999999999998E+02  -.330930714768011E-01  0.354288077439011E+00  -.261367302309307E+00  0.279814821980182E+01
     0.109099999999998E+02  -.336726621592942E-01  0.354872707891427E+00  -.264996168277158E+00  0.279276724164236E+01
     0.109199999999998E+02  -.342585884970380E-01  0.355456397932940E+00  -.268646557094446E+00  0.278739264199790E+01
     0.109299999999998E+02  -.348511616402923E-01  0.356039455543270E+00  -.272320021661106E+00  0.278202124929051E+01
     0.109399999999998E+02  -.354506663178083E-01  0.356622217780057E+00  -.276017808643758E+00  0.277664973015983E+01
     0.109499999999998E+02  -.360573581283461E-01  0.357205048094641E+00  -.279740843553741E+00  0.277127462084069E+01
     0.109599999999998E+02  -.366714611189358E-01  0.357788333408933E+00  -.283489719085855E+00  0.276589235976529E+01
     0.109699999999998E+02  -.372931656681020E-01  0.358372480985060E+00  -.287264686797043E+00  0.276049932105675E+01
     0.109799999999998E+02  -.379226266888225E-01  0.358957915120403E+00  -.291065652172597E+00  0.275509184857785E+01
     0.109899999999998E+02  -.385599621624028E-01  0.359545073701062E+00  -.294892173095160E+00  0.274966629020050E+01
     0.109999999999998E+02  -.392052520109757E-01  0.360134404647020E+00  -.298743461699862E+00  0.274421903196413E+01
     0.110099999999998E+02  -.398585373130550E-01  0.360726362281744E+00  -.302618389568841E+00  0.273874653179944E+01
     0.110199999999998E+02  -.405198198636768E-01  0.361321403658674E+00  -.306515496190104E+00  0.273324535250029E+01
     0.110299999999998E+02  -.411890620774534E-01  0.361919984876008E+00  -.310433000575442E+00  0.272771219364032E+01
     0.110399999999998E+02  -.418661872306168E-01  0.362522557410270E+00  -.314368815908203E+00  0.272214392214194E+01
     0.110499999999998E+02  -.425510800354966E-01  0.363129564497813E+00  -.318320567065125E+00  0.271653760122252E+01
     0.110599999999998E+02  -.432435875387711E-01  0.363741437592232E+00  -.322285610833134E+00  0.271089051745835E+01
     0.110699999999998E+02  -.439435203330081E-01  0.364358592924024E+00  -.326261058621514E+00  0.270520020572735E+01
     0.110799999999998E+02  -.446506540692412E-01  0.364981428187567E+00  -.330243801449189E+00  0.269946447181047E+01
     0.110899999999998E+02  -.453647312568288E-01  0.365610319378831E+00  -.334230536969410E+00  0.269368141245518E+01
     0.110999999999998E+02  -.460854633355956E-01  0.366245617805895E+00  -.338217798278610E+00  0.268784943272608E+01
     0.111099999999998E+02  -.468125330040370E-01  0.366887647292782E+00  -.342201984242313E+00  0.268196726049318E+01
     0.111199999999998E+02  -.475455967863187E-01  0.367536701595813E+00  -.346179391059250E+00  0.267603395793268E+01
     0.111299999999998E+02  -.482842878199105E-01  0.368193042050253E+00  -.350146244775974E+00  0.267004892994148E+01
     0.111399999999998E+02  -.490282188447894E-01  0.368856895463790E+00  -.354098734456842E+00  0.266401192939296E+01
     0.111499999999998E+02  -.497769853742224E-01  0.369528452272056E+00  -.358033045708876E+00  0.265792305918884E+01
     0.111599999999998E+02  -.505301690265340E-01  0.370207864970238E+00  -.361945394259907E+00  0.265178277108887E+01
     0.111699999999998E+02  -.512873409961161E-01  0.370895246833581E+00  -.365832059285868E+00  0.264559186132782E+01
     0.111799999999998E+02  -.520480656414061E-01  0.371590670938350E+00  -.369689416187484E+00  0.263935146305666E+01
     0.111899999999998E+02  -.528119041664803E-01  0.372294169493634E+00  -.373513968519359E+00  0.263306303567152E+01
     0.111999999999998E+02  -.535784183720547E-01  0.373005733493012E+00  -.377302378781659E+00  0.262672835112123E+01
     0.112099999999998E+02  -.543471744508149E-01  0.373725312693717E+00  -.381051497794047E+00  0.262034947731039E+01
     0.112199999999998E+02  -.551177468009241E-01  0.374452815929517E+00  -.384758392381749E+00  0.261392875873955E+01
     0.112299999999998E+02  -.558897218307106E-01  0.375188111761754E+00  -.388420371118219E+00  0.260746879454976E+01
     0.112399999999998E+02  -.566627017264933E-01  0.375931029471323E+00  -.392035007883459E+00  0.260097241416073E+01
     0.112499999999998E+02  -.574363081546989E-01  0.376681360392326E+00  -.395600163015564E+00  0.259444265071444E+01
     0.112599999999998E+02  -.582101858685318E-01  0.377438859585911E+00  -.399114001852240E+00  0.258788271255658E+01
     0.112699999999998E+02  -.589840061887405E-01  0.378203247850547E+00  -.402575010480217E+00  0.258129595300616E+01
     0.112799999999998E+02  -.597574703276279E-01  0.378974214062259E+00  -.405982008534959E+00  0.257468583868116E+01
     0.112899999999998E+02  -.605303125248527E-01  0.379751417835554E+00  -.409334158916070E+00  0.256805591666288E+01
     0.112999999999998E+02  -.613023029637595E-01  0.380534492492908E+00  -.412630974311609E+00  0.256140978079322E+01
     0.113099999999998E+02  -.620732504369057E-01  0.381323048327218E+00  -.415872320450741E+00  0.255475103741152E+01
     0.113199999999998E+02  -.628430047302610E-01  0.382116676138627E+00  -.419058416033612E+00  0.254808327084294E+01
     0.113299999999998E+02  -.636114586962672E-01  0.382914951023435E+00  -.422189829315899E+00  0.254141000895765E+01
     0.113399999999998E+02  -.643785499873321E-01  0.383717436389418E+00  -.425267471355359E+00  0.253473468912236E+01
     0.113499999999998E+02  -.651442624233017E-01  0.384523688168431E+00  -.428292585959120E+00  0.252806062486460E+01
     0.113599999999998E+02  -.659086269684725E-01  0.385333259193616E+00  -.431266736399560E+00  0.252139097356906E+01
     0.113699999999998E+02  -.666717222965706E-01  0.386145703705306E+00  -.434191788997655E+00  0.251472870551882E+01
     0.113799999999998E+02  -.674336749254978E-01  0.386960581946634E+00  -.437069893703465E+00  0.250807657458538E+01
     0.113899999999998E+02  -.681946589070993E-01  0.387777464806904E+00  -.439903461831721E+00  0.250143709086177E+01
     0.113999999999998E+02  -.689548950616372E-01  0.388595938468515E+00  -.442695141140210E+00  0.249481249551693E+01
     0.114099999999998E+02  -.697146497511916E-01  0.389415609010979E+00  -.445447788466549E+00  0.248820473813440E+01
     0.114199999999998E+02  -.704742331910903E-01  0.390236106924255E+00  -.448164440164167E+00  0.248161545677752E+01
     0.114299999999998E+02  -.712339973039789E-01  0.391057091482521E+00  -.450848280604829E+00  0.247504596100171E+01
     0.114399999999998E+02  -.719943331265183E-01  0.391878254929368E+00  -.453502609036671E+00  0.246849721800875E+01
     0.114499999999998E+02  -.727556677844596E-01  0.392699326425587E+00  -.456130805108375E+00  0.246196984211146E+01
     0.114599999999998E+02  -.735184610576613E-01  0.393520075712071E+00  -.458736293388455E+00  0.245546408764615E+01
     0.114699999999998E+02  -.742832015622047E-01  0.394340316442027E+00  -.461322507224015E+00  0.244897984543934E+01
     0.114799999999998E+02  -.750504025825625E-01  0.395159909139439E+00  -.463892852297336E+00  0.244251664289995E+01
     0.114899999999998E+02  -.758205975918081E-01  0.395978763744003E+00  -.466450670246731E+00  0.243607364777375E+01
     0.114999999999998E+02  -.765943355030844E-01  0.396796841707000E+00  -.468999202725630E+00  0.242964967555776E+01
     0.115099999999998E+02  -.773721756998319E-01  0.397614157607137E+00  -.471541556275503E+00  0.242324320053533E+01
     0.115199999999998E+02  -.781546828963115E-01  0.398430780260994E+00  -.474080668386917E+00  0.241685237035192E+01
     0.115299999999998E+02  -.789424218830469E-01  0.399246833308436E+00  -.476619275116829E+00  0.241047502401267E+01
     0.115399999999998E+02  -.797359522145034E-01  0.400062495259927E+00  -.479159880620690E+00  0.240410871314200E+01
     0.115499999999998E+02  -.805358228977596E-01  0.400877998999214E+00  -.481704728942282E+00  0.239775072630707E+01
     0.115599999999998E+02  -.813425671420389E-01  0.401693630741934E+00  -.484255778386146E+00  0.239139811616740E+01
     0.115699999999998E+02  -.821566972285511E-01  0.402509728457647E+00  -.486814678771892E+00  0.238504772917740E+01
     0.115799999999998E+02  -.829786995594698E-01  0.403326679769917E+00  -.489382751842905E+00  0.237869623753266E+01
     0.115899999999998E+02  -.838090299427307E-01  0.404144919355891E+00  -.491960975067682E+00  0.237234017301997E+01
     0.115999999999998E+02  -.846481091667883E-01  0.404964925873478E+00  -.494549969036043E+00  0.236597596240212E+01
     0.116099999999998E+02  -.854963189157529E-01  0.405787218450463E+00  -.497149988610622E+00  0.235959996394433E+01
     0.116199999999998E+02  -.863539980711559E-01  0.406612352775673E+00  -.499760917950613E+00  0.235320850466917E+01
     0.116299999999998E+02  -.872214394413979E-01  0.407440916837405E+00  -.502382269476619E+00  0.234679791791257E+01
     0.116399999999998E+02  -.880988869544807E-01  0.408273526358845E+00  -.505013186796863E+00  0.234036458074442E+01
     0.116499999999998E+02  -.889865333434085E-01  0.409110819983981E+00  -.507652451563293E+00  0.233390495081378E+01
     0.116599999999998E+02  -.898845183471600E-01  0.409953454270344E+00  -.510298494174834E+00  0.232741560218349E+01
     0.116699999999998E+02  -.907929274432988E-01  0.410802098547117E+00  -.512949408192721E+00  0.232089325972740E+01
     0.116799999999998E+02  -.917117911214470E-01  0.411657429698327E+00  -.515602968283084E+00  0.231433483168128E+01
     0.116899999999998E+02  -.926410846996572E-01  0.412520126931174E+00  -.518256651452286E+00  0.230773743996127E+01
     0.116999999999998E+02  -.935807286788658E-01  0.413390866589203E+00  -.520907661294886E+00  0.230109844789315E+01
     0.117099999999998E+02  -.945305896238894E-01  0.414270317068529E+00  -.523552954932841E+00  0.229441548503132E+01
     0.117199999999998E+02  -.954904815526246E-01  0.415159133893393E+00  -.526189272285364E+00  0.228768646878797E+01
     0.117299999999998E+02  -.964601678092630E-01  0.416057955004353E+00  -.528813167278884E+00  0.228090962263803E+01
     0.117399999999998E+02  -.974393633913236E-01  0.416967396309035E+00  -.531421040579059E+00  0.227408349071602E+01
     0.117499999999998E+02  -.984277376952140E-01  0.417888047541034E+00  -.534009173408924E+00  0.226720694867406E+01
     0.117599999999998E+02  -.994249176401973E-01  0.418820468468119E+00  -.536573762004069E+00  0.226027921072562E+01
     0.117699999999998E+02  -.100430491126857E+00  0.419765185485533E+00  -.539110952253094E+00  0.225329983285608E+01
     0.117799999999998E+02  -.101444010782375E+00  0.420722688624798E+00  -.541616874072670E+00  0.224626871223829E+01
     0.117899999999998E+02  -.102464997942503E+00  0.421693429002522E+00  -.544087675078853E+00  0.223918608294666E+01
     0.117999999999998E+02  -.103492946817999E+00  0.422677816727746E+00  -.546519553133581E+00  0.223205250811692E+01
     0.118099999999998E+02  -.104527328791944E+00  0.423676219280057E+00  -.548908787370540E+00  0.222486886874961E+01
     0.118199999999998E+02  -.105567596793830E+00  0.424688960364595E+00  -.551251767335709E+00  0.221763634940140E+01
     0.118299999999998E+02  -.106613189696443E+00  0.425716319243709E+00  -.553545019915662E+00  0.221035642105025E+01
     0.118399999999998E+02  -.107663536682370E+00  0.426758530539064E+00  -.555785233768099E+00  0.220303082145567E+01
     0.118499999999998E+02  -.108718061528435E+00  0.427815784491825E+00  -.557969281015804E+00  0.219566153336611E+01
     0.118599999999998E+02  -.109776186758693E+00  0.428888227663109E+00  -.560094236014360E+00  0.218825076094656E+01
     0.118699999999998E+02  -.110837337619103E+00  0.429975964051200E+00  -.562157391054789E+00  0.218080090481739E+01
     0.118799999999998E+02  -.111900945830761E+00  0.431079056597258E+00  -.564156268915595E+00  0.217331453610208E+01
     0.118899999999998E+02  -.112966453082148E+00  0.432197529046507E+00  -.566088632229993E+00  0.216579436988435E+01
     0.118999999999998E+02  -.114033314225436E+00  0.433331368127850E+00  -.567952489686048E+00  0.215824323846914E+01
     0.119099999999998E+02  -.115101000146728E+00  0.434480526011318E+00  -.569746099126813E+00  0.215066406482961E+01
     0.119199999999998E+02  -.116169000285227E+00  0.435644922999834E+00  -.571467967663720E+00  0.214305983660421E+01
     0.119299999999998E+02  -.117236824781920E+00  0.436824450409393E+00  -.573116848959749E+00  0.213543358098364E+01
     0.119399999999998E+02  -.118304006244073E+00  0.438018973590239E+00  -.574691737877428E+00  0.212778834079826E+01
     0.119499999999998E+02  -.119370101117777E+00  0.439228335040559E+00  -.576191862720670E+00  0.212012715208322E+01
     0.119599999999998E+02  -.120434690666569E+00  0.440452357564096E+00  -.577616675327285E+00  0.211245302336180E+01
     0.119699999999998E+02  -.121497381560400E+00  0.441690847423555E+00  -.578965839293074E+00  0.210476891684714E+01
     0.119799999999998E+02  -.122557806084650E+00  0.442943597442865E+00  -.580239216623925E+00  0.209707773172207E+01
     0.119899999999998E+02  -.123615621984928E+00  0.444210390013405E+00  -.581436853124902E+00  0.208938228961281E+01
     0.119999999999998E+02  -.124670511968379E+00  0.445490999961842E+00  -.582558962839369E+00  0.208168532233082E+01
     0.120099999999998E+02  -.125722182887469E+00  0.446785197240553E+00  -.583605911851685E+00  0.207398946191377E+01
     0.120199999999998E+02  -.126770364636506E+00  0.448092749405497E+00  -.584578201760220E+00  0.206629723295617E+01
     0.120299999999998E+02  -.127814808795242E+00  0.449413423850779E+00  -.585476453116823E+00  0.205861104718123E+01
     0.120399999999998E+02  -.128855287057265E+00  0.450746989774148E+00  -.586301389112772E+00  0.205093320016847E+01
     0.120499999999998E+02  -.129891589483496E+00  0.452093219852788E+00  -.587053819771077E+00  0.204326587011937E+01
     0.120599999999998E+02  -.130923522623171E+00  0.453451891614546E+00  -.587734626881001E+00  0.203561111851257E+01
     0.120699999999998E+02  -.131950907545849E+00  0.454822788495331E+00  -.588344749883693E+00  0.202797089247537E+01
     0.120799999999998E+02  -.132973577828490E+00  0.456205700579490E+00  -.588885172887987E+00  0.202034702867624E+01
     0.120899999999998E+02  -.133991377541239E+00  0.457600425025628E+00  -.589356912963961E+00  0.201274125852686E+01
     0.120999999999998E+02  -.135004159274421E+00  0.459006766186305E+00  -.589761009828562E+00  0.200515521446952E+01
     0.121099999999998E+02  -.136011782247495E+00  0.460424535435468E+00  -.590098517004664E+00  0.199759043711844E+01
     0.121199999999998E+02  -.137014110537918E+00  0.461853550722664E+00  -.590370494500707E+00  0.199004838302102E+01
     0.121299999999998E+02  -.138011011464804E+00  0.463293635878011E+00  -.590578003025658E+00  0.198253043280614E+01
     0.121399999999998E+02  -.139002354158098E+00  0.464744619696011E+00  -.590722099721537E+00  0.197503789949388E+01
     0.121499999999998E+02  -.139988008339914E+00  0.466206334830180E+00  -.590803835366656E+00  0.196757203674972E+01
     0.121599999999998E+02  -.140967843339526E+00  0.467678616533296E+00  -.590824252974252E+00  0.196013404688189E+01
     0.121699999999998E+02  -.141941727358401E+00  0.469161301280654E+00  -.590784387686048E+00  0.195272508839647E+01
     0.121799999999998E+02  -.142909526996324E+00  0.470654225315042E+00  -.590685267839182E+00  0.194534628294592E+01
     0.121899999999998E+02  -.143871107043771E+00  0.472157223153162E+00  -.590527917064977E+00  0.193799872152921E+01
     0.121999999999998E+02  -.144826330540400E+00  0.473670126093165E+00  -.590313357264362E+00  0.193068346982589E+01
     0.122099999999998E+02  -.145775059093655E+00  0.475192760762119E+00  -.590042612292748E+00  0.192340157257318E+01
     0.122199999999998E+02  -.146717153446447E+00  0.476724947740929E+00  -.589716712180617E+00  0.191615405692064E+01
     0.122299999999998E+02  -.147652474277447E+00  0.478266500301752E+00  -.589336697712110E+00  0.190894193472526E+01
     0.122399999999998E+02  -.148580883213079E+00  0.479817223290168E+00  -.588903625184930E+00  0.190176620377549E+01
     0.122499999999998E+02  -.149502244026062E+00  0.481376912180798E+00  -.588418571179221E+00  0.189462784795868E+01
     0.122599999999998E+02  -.150416423991568E+00  0.482945352330928E+00  -.587882637170470E+00  0.188752783641129E+01
     0.122699999999998E+02  -.151323295369176E+00  0.484522318452255E+00  -.587296953832842E+00  0.188046712171323E+01
     0.122799999999998E+02  -.152222736976327E+00  0.486107574315882E+00  -.586662684893011E+00  0.187344663720857E+01
     0.122899999999998E+02  -.153114635817490E+00  0.487700872700567E+00  -.585981030411258E+00  0.186646729355251E+01
     0.122999999999998E+02  -.153998888732257E+00  0.489301955588846E+00  -.585253229384848E+00  0.185952997459982E+01
     0.123099999999998E+02  -.154875404025608E+00  0.490910554610391E+00  -.584480561588930E+00  0.185263553276137E+01
     0.123199999999998E+02  -.155744103044174E+00  0.492526391726433E+00  -.583664348591607E+00  0.184578478396480E+01
     0.123299999999998E+02  -.156604921663803E+00  0.494149180144095E+00  -.582805953901610E+00  0.183897850236047E+01
     0.123399999999998E+02  -.157457811655852E+00  0.495778625444483E+00  -.581906782229197E+00  0.183221741491599E+01
     0.123499999999998E+02  -.158302741902609E+00  0.497414426903911E+00  -.580968277863072E+00  0.182550219604155E+01
     0.123599999999998E+02  -.159139699435474E+00  0.499056278983478E+00  -.579991922186826E+00  0.181883346238438E+01
     0.123699999999998E+02  -.159968690273786E+00  0.500703872958864E+00  -.578979230378700E+00  0.181221176792284E+01
     0.123799999999998E+02  -.160789740046536E+00  0.502356898659129E+00  -.577931747356934E+00  0.180563759948150E+01
     0.123899999999998E+02  -.161602894384107E+00  0.504015046281284E+00  -.576851043049338E+00  0.179911137277571E+01
     0.123999999999998E+02  -.162408219072357E+00  0.505678008245812E+00  -.575738707080446E+00  0.179263342908002E+01
     0.124099999999998E+02  -.163205799966559E+00  0.507345481057722E+00  -.574596342981051E+00  0.178620403259848E+01
     0.124199999999998E+02  -.163995742668207E+00  0.509017167137777E+00  -.573425562034895E+00  0.177982336859758E+01
     0.124299999999998E+02  -.164778171972838E+00  0.510692776589464E+00  -.572227976883275E+00  0.177349154234375E+01
     0.124399999999998E+02  -.165553231102242E+00  0.512372028868938E+00  -.571005195012579E+00  0.176720857886861E+01
     0.124499999999998E+02  -.166321080739134E+00  0.514054654327665E+00  -.569758812250193E+00  0.176097442356566E+01
     0.124599999999998E+02  -.167081897886810E+00  0.515740395600540E+00  -.568490406392631E+00  0.175478894360341E+01
     0.124699999999998E+02  -.167835874580170E+00  0.517429008816084E+00  -.567201531084964E+00  0.174865193012158E+01
     0.124799999999998E+02  -.168583216477790E+00  0.519120264609642E+00  -.565893710063317E+00  0.174256310115961E+01
     0.124899999999998E+02  -.169324141367324E+00  0.520813948925268E+00  -.564568431862754E+00  0.173652210525090E+01
     0.124999999999998E+02  -.170058877618309E+00  0.522509863597129E+00  -.563227145080843E+00  0.173052852560228E+01
     0.125099999999998E+02  -.170787662617651E+00  0.524207826706690E+00  -.561871254273753E+00  0.172458188476528E+01
     0.125199999999998E+02  -.171510741223076E+00  0.525907672717403E+00  -.560502116546160E+00  0.171868164969664E+01
     0.125299999999998E+02  -.172228364269532E+00  0.527609252394119E+00  -.559121038880363E+00  0.171282723709685E+01
     0.125399999999998E+02  -.172940787161722E+00  0.529312432519914E+00  -.557729276231733E+00  0.170701801891145E+01
     0.125499999999998E+02  -.173648268584073E+00  0.531017095428034E+00  -.556328030400746E+00  0.170125332787625E+01
     0.125599999999998E+02  -.174351069356030E+00  0.532723138371493E+00  -.554918449672849E+00  0.169553246298881E+01
     0.125699999999998E+02  -.175049451457254E+00  0.534430472757088E+00  -.553501629200717E+00  0.168985469479059E+01
     0.125799999999998E+02  -.175743677242537E+00  0.536139023274309E+00  -.552078612085279E+00  0.168421927034992E+01
     0.125899999999998E+02  -.176434008861654E+00  0.537848726952592E+00  -.550650391096617E+00  0.167862541784387E+01
     0.125999999999998E+02  -.177120707893908E+00  0.539559532182582E+00  -.549217910960776E+00  0.167307235064683E+01
     0.126099999999998E+02  -.177804035201406E+00  0.541271397738616E+00  -.547782071125023E+00  0.166755927084634E+01
     0.126199999999998E+02  -.178484250999460E+00  0.542984291839996E+00  -.546343728903795E+00  0.166208537212029E+01
     0.126299999999998E+02  -.179161615136283E+00  0.544698191288519E+00  -.544903702897380E+00  0.165664984192538E+01
     0.126399999999998E+02  -.179836387568668E+00  0.546413080718341E+00  -.543462776569958E+00  0.165125186296320E+01
     0.126499999999998E+02  -.180508829014301E+00  0.548128951992288E+00  -.542021701868366E+00  0.164589061390812E+01
     0.126599999999998E+02  -.181179201756325E+00  0.549845803775702E+00  -.540581202762205E+00  0.164056526939877E+01
     0.126699999999998E+02  -.181847770570698E+00  0.551563641315213E+00  -.539141978586603E+00  0.163527499931326E+01
     0.126799999999998E+02  -.182514803742593E+00  0.553282476445362E+00  -.537704707072690E+00  0.163001896736598E+01
     0.126899999999998E+02  -.183180574134547E+00  0.555002327840932E+00  -.536270046957371E+00  0.162479632908070E+01
     0.126999999999998E+02  -.183845360265935E+00  0.556723221527124E+00  -.534838640072330E+00  0.161960622921103E+01
     0.127099999999998E+02  -.184509447361543E+00  0.558445191653722E+00  -.533411112823644E+00  0.161444779869365E+01
     0.127199999999998E+02  -.185173128325555E+00  0.560168281532987E+00  -.531988076985819E+00  0.160932015123308E+01
     0.127299999999998E+02  -.185836704597296E+00  0.561892544934385E+00  -.530570129749652E+00  0.160422237962745E+01
     0.127399999999998E+02  -.186500486845584E+00  0.563618047622819E+00  -.529157852978851E+00  0.159915355195377E+01
     0.127499999999998E+02  -.187164795460368E+00  0.565344869120330E+00  -.527751811648570E+00  0.159411270773758E+01
     0.127599999999998E+02  -.187829960802917E+00  0.567073104665210E+00  -.526352551456776E+00  0.158909885423569E+01
     0.127699999999998E+02  -.188496323179336E+00  0.568802867336311E+00  -.524960595618663E+00  0.158411096296231E+01
     0.127799999999998E+02  -.189164232506653E+00  0.570534290305218E+00  -.523576440872811E+00  0.157914796658715E+01
     0.127899999999998E+02  -.189834047645895E+00  0.572267529174028E+00  -.522200552746850E+00  0.157420875633009E+01
     0.127999999999998E+02  -.190506135382365E+00  0.574002764352557E+00  -.520833360147982E+00  0.156929217997064E+01
     0.128099999999998E+02  -.191180869039941E+00  0.575740203425602E+00  -.519475249361140E+00  0.156439704058080E+01
     0.128199999999998E+02  -.191858626722903E+00  0.577480083458652E+00  -.518126557552778E+00  0.155952209607891E+01
     0.128299999999998E+02  -.192539789186310E+00  0.579222673189164E+00  -.516787565892911E+00  0.155466605968787E+01
     0.128399999999998E+02  -.193224737343013E+00  0.580968275050339E+00  -.515458492419337E+00  0.154982760136607E+01
     0.128499999999998E+02  -.193913849423199E+00  0.582717226975030E+00  -.514139484778817E+00  0.154500535026169E+01
     0.128599999999998E+02  -.194607497809330E+00  0.584469903929499E+00  -.512830612986491E+00  0.154019789822276E+01
     0.128699999999998E+02  -.195306045576642E+00  0.586226719129325E+00  -.511531862350667E+00  0.153540380437568E+01
     0.128799999999998E+02  -.196009842775783E+00  0.587988124893966E+00  -.510243126711475E+00  0.153062160076474E+01
     0.128899999999998E+02  -.196719222500521E+00  0.589754613100992E+00  -.508964202142306E+00  0.152584979902458E+01
     0.128999999999998E+02  -.197434496788401E+00  0.591526715206839E+00  -.507694781258375E+00  0.152108689803729E+01
     0.129099999999998E+02  -.198155952407202E+00  0.593305001807066E+00  -.506434448271658E+00  0.151633139250605E+01
     0.129199999999998E+02  -.198883846583619E+00  0.595090081716240E+00  -.505182674922135E+00  0.151158178235780E+01
     0.129299999999998E+02  -.199618402733116E+00  0.596882600554858E+00  -.503938817403522E+00  0.150683658287009E+01
     0.129399999999998E+02  -.200359806251828E+00  0.598683238838438E+00  -.502702114388309E+00  0.150209433540105E+01
     0.129499999999998E+02  -.201108200431940E+00  0.600492709571976E+00  -.501471686240596E+00  0.149735361858679E+01
     0.129599999999998E+02  -.201863682561338E+00  0.602311755360689E+00  -.500246535487050E+00  0.149261305985911E+01
     0.129699999999998E+02  -.202626300267146E+00  0.604141145055959E+00  -.499025548597274E+00  0.148787134712649E+01
     0.129799999999998E+02  -.203396048159812E+00  0.605981669962836E+00  -.497807499103298E+00  0.148312724045463E+01
     0.129899999999998E+02  -.204172864831272E+00  0.607834139642608E+00  -.496591052067019E+00  0.147837958357894E+01
     0.129999999999998E+02  -.204956630255925E+00  0.609699377350536E+00  -.495374769881583E+00  0.147362731508041E+01
     0.130099999999998E+02  -.205747163638170E+00  0.611578215154737E+00  -.494157119371031E+00  0.146886947905840E+01
     0.130199999999998E+02  -.206544221744180E+00  0.613471488787490E+00  -.492936480130486E+00  0.146410523513876E+01
     0.130299999999998E+02  -.207347497748946E+00  0.615380032284375E+00  -.491711154028266E+00  0.145933386766439E+01
     0.130399999999998E+02  -.208156620622853E+00  0.617304672470333E+00  -.490479375771758E+00  0.145455479392519E+01
     0.130499999999998E+02  -.208971155074307E+00  0.619246223353958E+00  -.489239324420547E+00  0.144976757129919E+01
     0.130599999999998E+02  -.209790602057671E+00  0.621205480493108E+00  -.487989135714402E+00  0.144497190319111E+01
     0.130699999999998E+02  -.210614399847951E+00  0.623183215395234E+00  -.486726915070037E+00  0.144016764367358E+01
     0.130799999999998E+02  -.211441925676019E+00  0.625180170015511E+00  -.485450751089105E+00  0.143535480075541E+01
     0.130899999999998E+02  -.212272497910832E+00  0.627197051414484E+00  -.484158729411742E+00  0.143053353822211E+01
     0.130999999999998E+02  -.213105378767833E+00  0.629234526634557E+00  -.482848946744514E+00  0.142570417601604E+01
     0.131099999999998E+02  -.213939777516059E+00  0.631293217851692E+00  -.481519524889116E+00  0.142086718914555E+01
     0.131199999999998E+02  -.214774854150097E+00  0.633373697854634E+00  -.480168624598959E+00  0.141602320513497E+01
     0.131299999999998E+02  -.215609723487490E+00  0.635476485899483E+00  -.478794459094547E+00  0.141117300004886E+01
     0.131399999999998E+02  -.216443459646946E+00  0.637602043982238E+00  -.477395307074801E+00  0.140631749314545E+01
     0.131499999999998E+02  -.217275100858560E+00  0.639750773566118E+00  -.475969525071239E+00  0.140145774023341E+01
     0.131599999999998E+02  -.218103654553559E+00  0.641923012794428E+00  -.474515559003454E+00  0.139659492582473E+01
     0.131699999999998E+02  -.218928102678372E+00  0.644119034213243E+00  -.473031954808422E+00  0.139173035419223E+01
     0.131799999999998E+02  -.219747407175728E+00  0.646339043021382E+00  -.471517368032076E+00  0.138686543945477E+01
     0.131899999999998E+02  -.220560515574520E+00  0.648583175858581E+00  -.469970572289046E+00  0.138200169482428E+01
     0.131999999999998E+02  -.221366366629701E+00  0.650851500135558E+00  -.468390466515161E+00  0.137714072115815E+01
     0.132099999999998E+02  -.222163895954023E+00  0.653144013903359E+00  -.466776080956333E+00  0.137228419496655E+01
     0.132199999999998E+02  -.222952041584695E+00  0.655460646252299E+00  -.465126581857628E+00  0.136743385602822E+01
     0.132299999999998E+02  -.223729749430155E+00  0.657801258224898E+00  -.463441274835693E+00  0.136259149476874E+01
     0.132399999999998E+02  -.224495978544741E+00  0.660165644220917E+00  -.461719606937076E+00  0.135775893955399E+01
     0.132499999999998E+02  -.225249706182684E+00  0.662553533867146E+00  -.459961167403782E+00  0.135293804404732E+01
     0.132599999999998E+02  -.225989932586629E+00  0.664964594319605E+00  -.458165687184389E+00  0.134813067477217E+01
     0.132699999999998E+02  -.226715685470743E+00  0.667398432961059E+00  -.456333037245962E+00  0.134333869901392E+01
     0.132799999999998E+02  -.227426024163270E+00  0.669854600453153E+00  -.454463225755872E+00  0.133856397318366E+01
     0.132899999999998E+02  -.228120043378908E+00  0.672332594099029E+00  -.452556394215811E+00  0.133380833175552E+01
     0.132999999999998E+02  -.228796876597194E+00  0.674831861469857E+00  -.450612812641269E+00  0.132907357687506E+01
     0.133099999999998E+02  -.229455699028905E+00  0.677351804246967E+00  -.448632873888321E+00  0.132436146872288E+01
     0.133199999999998E+02  -.230095730158555E+00  0.679891782230176E+00  -.446617087236487E+00  0.131967371670228E+01
     0.133299999999998E+02  -.230716235857238E+00  0.682451117462762E+00  -.444566071341131E+00  0.131501197150476E+01
     0.133399999999998E+02  -.231316530065972E+00  0.685029098423890E+00  -.442480546671476E+00  0.131037781809205E+01
     0.133499999999998E+02  -.231895976055641E+00  0.687624984240805E+00  -.440361327550796E+00  0.130577276961771E+01
     0.133599999999998E+02  -.232453987274992E+00  0.690238008874691E+00  -.438209313914097E+00  0.130119826229778E+01
     0.133699999999998E+02  -.232990027803681E+00  0.692867385237242E+00  -.436025482895504E+00  0.129665565122457E+01
     0.133799999999998E+02  -.233503612431739E+00  0.695512309197654E+00  -.433810880352834E+00  0.129214620710620E+01
