#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.373300000000007E+02  0.124424483246783E+01  0.412547544480570E-01  0.802817765697497E+00  0.266185954131695E-01
     0.373400000000007E+02  0.124409594635824E+01  0.412075132360996E-01  0.802915649822594E+00  0.265945382784881E-01
     0.373500000000007E+02  0.124394678749739E+01  0.411596992313495E-01  0.803013756092562E+00  0.265701113677866E-01
     0.373600000000007E+02  0.124379732907349E+01  0.411113376005476E-01  0.803112100787013E+00  0.265453317311226E-01
     0.373700000000007E+02  0.124364754584073E+01  0.410624552390382E-01  0.803210699122671E+00  0.265202174768454E-01
     0.373800000000007E+02  0.124349741427121E+01  0.410130806628608E-01  0.803309565159388E+00  0.264947876971974E-01
     0.373900000000007E+02  0.124334691269883E+01  0.409632438852916E-01  0.803408711711743E+00  0.264690623841906E-01
     0.374000000000007E+02  0.124319602145373E+01  0.409129762784463E-01  0.803508150267263E+00  0.264430623362048E-01
     0.374100000000007E+02  0.124304472298544E+01  0.408623104207477E-01  0.803607890912330E+00  0.264168090558770E-01
     0.374200000000007E+02  0.124289300197326E+01  0.408112799312490E-01  0.803707942266722E+00  0.263903246399651E-01
     0.374300000000007E+02  0.124274084542235E+01  0.407599192919763E-01  0.803808311427734E+00  0.263636316619813E-01
     0.374400000000007E+02  0.124258824274417E+01  0.407082636596327E-01  0.803909003924664E+00  0.263367530484961E-01
     0.374500000000007E+02  0.124243518582007E+01  0.406563486681447E-01  0.804010023684456E+00  0.263097119501028E-01
     0.374600000000007E+02  0.124228166904695E+01  0.406042102236873E-01  0.804111373009095E+00  0.262825316081237E-01
     0.374700000000007E+02  0.124212768936400E+01  0.405518842939362E-01  0.804213052565310E+00  0.262552352182085E-01
     0.374800000000007E+02  0.124197324625999E+01  0.404994066934033E-01  0.804315061386972E+00  0.262278457920355E-01
     0.374900000000007E+02  0.124181834176028E+01  0.404468128667999E-01  0.804417396890495E+00  0.262003860183834E-01
     0.375000000000007E+02  0.124166298039360E+01  0.403941376724287E-01  0.804520054903370E+00  0.261728781248636E-01
     0.375100000000007E+02  0.124150716913805E+01  0.403414151676587E-01  0.804623029705873E+00  0.261453437416395E-01
     0.375200000000006E+02  0.124135091734678E+01  0.402886783985490E-01  0.804726314085796E+00  0.261178037684530E-01
     0.375300000000006E+02  0.124119423665343E+01  0.402359591956890E-01  0.804829899405992E+00  0.260902782462823E-01
     0.375400000000006E+02  0.124103714085790E+01  0.401832879783064E-01  0.804933775684305E+00  0.260627862349298E-01
     0.375500000000006E+02  0.124087964579321E+01  0.401306935686339E-01  0.805037931685374E+00  0.260353456978021E-01
     0.375600000000006E+02  0.124072176917438E+01  0.400782030184728E-01  0.805142355023654E+00  0.260079733951005E-01
     0.375700000000006E+02  0.124056353043037E+01  0.400258414497960E-01  0.805247032276871E+00  0.259806847865755E-01
     0.375800000000006E+02  0.124040495052062E+01  0.399736319111233E-01  0.805351949109003E+00  0.259534939449226E-01
     0.375900000000006E+02  0.124024605173741E+01  0.399215952512779E-01  0.805457090401776E+00  0.259264134808145E-01
     0.376000000000006E+02  0.124008685749597E+01  0.398697500119847E-01  0.805562440393549E+00  0.258994544804613E-01
     0.376100000000006E+02  0.123992739211404E+01  0.398181123406025E-01  0.805667982824375E+00  0.258726264564829E-01
     0.376200000000006E+02  0.123976768058290E+01  0.397666959241137E-01  0.805773701085936E+00  0.258459373127605E-01
     0.376300000000006E+02  0.123960774833185E+01  0.397155119452848E-01  0.805879578374979E+00  0.258193933238019E-01
     0.376400000000006E+02  0.123944762098854E+01  0.396645690617212E-01  0.805985597848811E+00  0.257929991290227E-01
     0.376500000000006E+02  0.123928732413723E+01  0.396138734083061E-01  0.806091742781387E+00  0.257667577421996E-01
     0.376600000000006E+02  0.123912688307736E+01  0.395634286232957E-01  0.806197996718451E+00  0.257406705762054E-01
     0.376700000000006E+02  0.123896632258492E+01  0.395132358981033E-01  0.806304343630216E+00  0.257147374829814E-01
     0.376800000000006E+02  0.123880566667884E+01  0.394632940505624E-01  0.806410768060040E+00  0.256889568085447E-01
     0.376900000000006E+02  0.123864493839486E+01  0.394135996212188E-01  0.806517255267550E+00  0.256633254626728E-01
     0.377000000000006E+02  0.123848415956925E+01  0.393641469919538E-01  0.806623791364757E+00  0.256378390027475E-01
     0.377100000000006E+02  0.123832335063458E+01  0.393149285259968E-01  0.806730363443670E+00  0.256124917310863E-01
     0.377200000000006E+02  0.123816253042987E+01  0.392659347281444E-01  0.806836959694031E+00  0.255872768049289E-01
     0.377300000000006E+02  0.123800171602702E+01  0.392171544237762E-01  0.806943569509870E+00  0.255621863581094E-01
     0.377400000000006E+02  0.123784092257562E+01  0.391685749550235E-01  0.807050183583640E+00  0.255372116332905E-01
     0.377500000000006E+02  0.123768016316796E+01  0.391201823922438E-01  0.807156793986833E+00  0.255123431235106E-01
     0.377600000000006E+02  0.123751944872563E+01  0.390719617587563E-01  0.807263394236098E+00  0.254875707216700E-01
     0.377700000000006E+02  0.123735878790935E+01  0.390238972666082E-01  0.807369979344004E+00  0.254628838764689E-01
     0.377800000000006E+02  0.123719818705305E+01  0.389759725609956E-01  0.807476545853773E+00  0.254382717532180E-01
     0.377900000000006E+02  0.123703765012320E+01  0.389281709708160E-01  0.807583091857449E+00  0.254137233978579E-01
     0.378000000000006E+02  0.123687717870393E+01  0.388804757627324E-01  0.807689616997159E+00  0.253892279024623E-01
     0.378100000000006E+02  0.123671677200850E+01  0.388328703960413E-01  0.807796122449299E+00  0.253647745704566E-01
     0.378200000000006E+02  0.123655642691699E+01  0.387853387755909E-01  0.807902610891669E+00  0.253403530797558E-01
     0.378300000000006E+02  0.123639613804014E+01  0.387378654999795E-01  0.808009086453792E+00  0.253159536420294E-01
     0.378400000000006E+02  0.123623589780881E+01  0.386904361022840E-01  0.808115554650811E+00  0.252915671563150E-01
     0.378500000000006E+02  0.123607569658816E+01  0.386430372806048E-01  0.808222022301597E+00  0.252671853552447E-01
     0.378600000000006E+02  0.123591552281551E+01  0.385956571158262E-01  0.808328497431872E+00  0.252428009422198E-01
     0.378700000000006E+02  0.123575536316045E+01  0.385482852740828E-01  0.808434989163321E+00  0.252184077179453E-01
     0.378800000000006E+02  0.123559520270548E+01  0.385009131916004E-01  0.808541507589869E+00  0.251940006948565E-01
     0.378900000000006E+02  0.123543502514535E+01  0.384535342397549E-01  0.808648063642461E+00  0.251695761980913E-01
     0.379000000000006E+02  0.123527481300277E+01  0.384061438684136E-01  0.808754668943802E+00  0.251451319518140E-01
     0.379100000000006E+02  0.123511454785814E+01  0.383587397258723E-01  0.808861335654677E+00  0.251206671498641E-01
     0.379200000000006E+02  0.123495421059089E+01  0.383113217539707E-01  0.808968076313577E+00  0.250961825098852E-01
     0.379300000000006E+02  0.123479378162942E+01  0.382638922572610E-01  0.809074903671423E+00  0.250716803102820E-01
     0.379400000000006E+02  0.123463324120701E+01  0.382164559454163E-01  0.809181830523281E+00  0.250471644095635E-01
     0.379500000000006E+02  0.123447256962070E+01  0.381690199483902E-01  0.809288869538981E+00  0.250226402478384E-01
     0.379600000000006E+02  0.123431174749016E+01  0.381215938041638E-01  0.809396033094569E+00  0.249981148304502E-01
     0.379700000000006E+02  0.123415075601365E+01  0.380741894192633E-01  0.809503333106531E+00  0.249735966939538E-01
     0.379800000000006E+02  0.123398957721803E+01  0.380268210025497E-01  0.809610780870667E+00  0.249490958548540E-01
     0.379900000000006E+02  0.123382819420010E+01  0.379795049731241E-01  0.809718386907456E+00  0.249246237417349E-01
     0.380000000000006E+02  0.123366659135646E+01  0.379322598434938E-01  0.809826160815656E+00  0.249001931116108E-01
     0.380100000000006E+02  0.123350475459925E+01  0.378851060794515E-01  0.809934111135772E+00  0.248758179515197E-01
     0.380200000000006E+02  0.123334267155557E+01  0.378380659383944E-01  0.810042245224912E+00  0.248515133665544E-01
     0.380300000000005E+02  0.123318033174817E+01  0.377911632880667E-01  0.810150569144380E+00  0.248272954556883E-01
     0.380400000000005E+02  0.123301772675560E+01  0.377444234079258E-01  0.810259087561215E+00  0.248031811768851E-01
     0.380500000000005E+02  0.123285485035020E+01  0.376978727755396E-01  0.810367803664679E+00  0.247791882031099E-01
     0.380600000000005E+02  0.123269169861238E+01  0.376515388405667E-01  0.810476719098531E+00  0.247553347709441E-01
     0.380700000000005E+02  0.123252827002032E+01  0.376054497890113E-01  0.810585833909694E+00  0.247316395235886E-01
     0.380800000000005E+02  0.123236456551413E+01  0.375596343005203E-01  0.810695146513754E+00  0.247081213500812E-01
     0.380900000000005E+02  0.123220058853419E+01  0.375141213015454E-01  0.810804653677484E+00  0.246847992225825E-01
     0.381000000000005E+02  0.123203634503345E+01  0.374689397172080E-01  0.810914350518403E+00  0.246616920335803E-01
     0.381100000000005E+02  0.123187184346388E+01  0.374241182246767E-01  0.811024230521162E+00  0.246388184348427E-01
     0.381200000000005E+02  0.123170709473761E+01  0.373796850108087E-01  0.811134285570364E+00  0.246161966798986E-01
     0.381300000000005E+02  0.123154211216358E+01  0.373356675367150E-01  0.811244505999201E+00  0.245938444717591E-01
     0.381400000000005E+02  0.123137691136064E+01  0.372920923117804E-01  0.811354880653165E+00  0.245717788175012E-01
     0.381500000000005E+02  0.123121151014865E+01  0.372489846795155E-01  0.811465396967870E+00  0.245500158912288E-01
     0.381600000000005E+02  0.123104592841899E+01  0.372063686174343E-01  0.811576041059892E+00  0.245285709067997E-01
     0.381700000000005E+02  0.123088018798634E+01  0.371642665529451E-01  0.811686797829407E+00  0.245074580015689E-01
     0.381800000000005E+02  0.123071431242378E+01  0.371226991970163E-01  0.811797651073276E+00  0.244866901322430E-01
     0.381900000000005E+02  0.123054832688325E+01  0.370816853971295E-01  0.811908583607117E+00  0.244662789837791E-01
     0.382000000000005E+02  0.123038225790374E+01  0.370412420107783E-01  0.812019577394846E+00  0.244462348920880E-01
     0.382100000000005E+02  0.123021613320962E+01  0.370013838004998E-01  0.812130613684097E+00  0.244265667811238E-01
     0.382200000000005E+02  0.123004998150146E+01  0.369621233511472E-01  0.812241673145884E+00  0.244072821147591E-01
     0.382300000000005E+02  0.122988383224196E+01  0.369234710098350E-01  0.812352736016868E+00  0.243883868636611E-01
     0.382400000000005E+02  0.122971771543941E+01  0.368854348487044E-01  0.812463782242567E+00  0.243698854872005E-01
     0.382500000000005E+02  0.122955166143127E+01  0.368480206503829E-01  0.812574791619896E+00  0.243517809302430E-01
     0.382600000000005E+02  0.122938570067015E+01  0.368112319157349E-01  0.812685743937441E+00  0.243340746344985E-01
     0.382700000000005E+02  0.122921986351473E+01  0.367750698932464E-01  0.812796619111958E+00  0.243167665639326E-01
     0.382800000000005E+02  0.122905418002767E+01  0.367395336291303E-01  0.812907397319619E+00  0.242998552435828E-01
     0.382900000000005E+02  0.122888867978283E+01  0.367046200370068E-01  0.813018059120684E+00  0.242833378109749E-01
     0.383000000000005E+02  0.122872339168350E+01  0.366703239858009E-01  0.813128585576336E+00  0.242672100791915E-01
     0.383100000000005E+02  0.122855834379366E+01  0.366366384042967E-01  0.813238958356557E+00  0.242514666105268E-01
     0.383200000000005E+02  0.122839356318365E+01  0.366035544006205E-01  0.813349159838081E+00  0.242361007995459E-01
     0.383300000000005E+02  0.122822907579164E+01  0.365710613947706E-01  0.813459173191560E+00  0.242211049642784E-01
     0.383400000000005E+02  0.122806490630213E+01  0.365391472621962E-01  0.813568982457297E+00  0.242064704442004E-01
     0.383500000000005E+02  0.122790107804213E+01  0.365077984863267E-01  0.813678572609002E+00  0.241921877036028E-01
     0.383600000000005E+02  0.122773761289581E+01  0.364770003178905E-01  0.813787929605239E+00  0.241782464389032E-01
     0.383700000000005E+02  0.122757453123796E+01  0.364467369388284E-01  0.813897040428388E+00  0.241646356884495E-01
     0.383800000000005E+02  0.122741185188620E+01  0.364169916285988E-01  0.814005893111114E+00  0.241513439433579E-01
     0.383900000000005E+02  0.122724959207203E+01  0.363877469306984E-01  0.814114476750510E+00  0.241383592579567E-01
     0.384000000000005E+02  0.122708776743006E+01  0.363589848172792E-01  0.814222781510238E+00  0.241256693584479E-01
     0.384100000000005E+02  0.122692639200493E+01  0.363306868498261E-01  0.814330798611167E+00  0.241132617484622E-01
     0.384200000000005E+02  0.122676547827498E+01  0.363028343339724E-01  0.814438520311135E+00  0.241011238102623E-01
     0.384300000000005E+02  0.122660503719155E+01  0.362754084666709E-01  0.814545939874617E+00  0.240892429004477E-01
     0.384400000000005E+02  0.122644507823269E+01  0.362483904741054E-01  0.814653051533183E+00  0.240776064391314E-01
     0.384500000000005E+02  0.122628560946965E+01  0.362217617389059E-01  0.814759850437782E+00  0.240662019916775E-01
     0.384600000000005E+02  0.122612663764482E+01  0.361955039154455E-01  0.814866332603917E+00  0.240550173422411E-01
     0.384700000000005E+02  0.122596816825906E+01  0.361695990322119E-01  0.814972494850910E+00  0.240440405584902E-01
     0.384800000000005E+02  0.122581020566689E+01  0.361440295804841E-01  0.815078334736471E+00  0.240332600470552E-01
     0.384900000000005E+02  0.122565275317747E+01  0.361187785887798E-01  0.815183850487834E+00  0.240226645994046E-01
     0.385000000000005E+02  0.122549581315947E+01  0.360938296827991E-01  0.815289040930728E+00  0.240122434280214E-01
     0.385100000000005E+02  0.122533938714813E+01  0.360691671308198E-01  0.815393905417449E+00  0.240019861929064E-01
     0.385200000000005E+02  0.122518347595231E+01  0.360447758747584E-01  0.815498443755268E+00  0.239918830186027E-01
     0.385300000000004E+02  0.122502807976004E+01  0.360206415473363E-01  0.815602656136346E+00  0.239819245020877E-01
     0.385400000000004E+02  0.122487319824062E+01  0.359967504760200E-01  0.815706543070274E+00  0.239721017120250E-01
     0.385500000000004E+02  0.122471883064187E+01  0.359730896746063E-01  0.815810105320273E+00  0.239624061800008E-01
     0.385600000000004E+02  0.122456497588098E+01  0.359496468235197E-01  0.815913343843940E+00  0.239528298844939E-01
     0.385700000000004E+02  0.122441163262772E+01  0.359264102400484E-01  0.816016259739391E+00  0.239433652284328E-01
     0.385800000000004E+02  0.122425879937897E+01  0.359033688398893E-01  0.816118854197411E+00  0.239340050112780E-01
     0.385900000000004E+02  0.122410647452369E+01  0.358805120914876E-01  0.816221128460191E+00  0.239247423966442E-01
     0.386000000000004E+02  0.122395465639767E+01  0.358578299647345E-01  0.816323083786996E+00  0.239155708765172E-01
     0.386100000000004E+02  0.122380334332768E+01  0.358353128756500E-01  0.816424721427011E+00  0.239064842331604E-01
     0.386200000000004E+02  0.122365253366479E+01  0.358129516286864E-01  0.816526042599420E+00  0.238974764998005E-01
     0.386300000000004E+02  0.122350222580693E+01  0.357907373582896E-01  0.816627048480656E+00  0.238885419211804E-01
     0.386400000000004E+02  0.122335241821099E+01  0.357686614713097E-01  0.816727740198570E+00  0.238796749150268E-01
     0.386500000000004E+02  0.122320310939491E+01  0.357467155917763E-01  0.816828118833162E+00  0.238708700354259E-01
     0.386600000000004E+02  0.122305429793043E+01  0.357248915094664E-01  0.816928185423355E+00  0.238621219390332E-01
     0.386700000000004E+02  0.122290598242752E+01  0.357031811335488E-01  0.817027940979195E+00  0.238534253549450E-01
     0.386800000000004E+02  0.122275816151133E+01  0.356815764524534E-01  0.817127386498725E+00  0.238447750589620E-01
     0.386900000000004E+02  0.122261083379307E+01  0.356600695009330E-01  0.817226522988723E+00  0.238361658528508E-01
     0.387000000000004E+02  0.122246399783595E+01  0.356386523350956E-01  0.817325351488384E+00  0.238275925490800E-01
     0.387100000000004E+02  0.122231765211777E+01  0.356173170159826E-01  0.817423873095010E+00  0.238190499613698E-01
     0.387200000000004E+02  0.122217179499148E+01  0.355960556020533E-01  0.817522088990689E+00  0.238105329012459E-01
     0.387300000000004E+02  0.122202642464526E+01  0.355748601507125E-01  0.817620000468987E+00  0.238020361806442E-01
     0.387400000000004E+02  0.122188153906369E+01  0.355537227287981E-01  0.817717608960625E+00  0.237935546204585E-01
     0.387500000000004E+02  0.122173713599138E+01  0.355326354317210E-01  0.817814916057191E+00  0.237850830647818E-01
     0.387600000000004E+02  0.122159321290052E+01  0.355115904107372E-01  0.817911923531949E+00  0.237766164004467E-01
     0.387700000000004E+02  0.122144976696365E+01  0.354905799076281E-01  0.818008633356891E+00  0.237681495813380E-01
     0.387800000000004E+02  0.122130679503293E+01  0.354695962958728E-01  0.818105047715266E+00  0.237596776568281E-01
     0.387900000000004E+02  0.122116429362680E+01  0.354486321272282E-01  0.818201169008903E+00  0.237511958035752E-01
     0.388000000000004E+02  0.122102225892507E+01  0.354276801824809E-01  0.818296999859789E+00  0.237426993598281E-01
     0.388100000000004E+02  0.122088068677310E+01  0.354067335250114E-01  0.818392543105472E+00  0.237341838613073E-01
     0.388200000000004E+02  0.122073957269542E+01  0.353857855557099E-01  0.818487801788009E+00  0.237256450776673E-01
     0.388300000000004E+02  0.122059891191940E+01  0.353648300677225E-01  0.818582779136318E+00  0.237170790485118E-01
     0.388400000000004E+02  0.122045869940857E+01  0.353438612994576E-01  0.818677478541956E+00  0.237084821179107E-01
     0.388500000000004E+02  0.122031892990585E+01  0.353228739842920E-01  0.818771903528495E+00  0.236998509663759E-01
     0.388600000000004E+02  0.122017959798594E+01  0.353018633954265E-01  0.818866057714813E+00  0.236911826392731E-01
     0.388700000000004E+02  0.122004069811646E+01  0.352808253844159E-01  0.818959944772780E+00  0.236824745706977E-01
     0.388800000000004E+02  0.121990222472686E+01  0.352597564119762E-01  0.819053568379947E+00  0.236737246019065E-01
     0.388900000000004E+02  0.121976417228411E+01  0.352386535698039E-01  0.819146932167997E+00  0.236649309934906E-01
     0.389000000000004E+02  0.121962653537392E+01  0.352175145922795E-01  0.819240039667801E+00  0.236560924305693E-01
     0.389100000000004E+02  0.121948930878604E+01  0.351963378571106E-01  0.819332894252084E+00  0.236472080204192E-01
     0.389200000000004E+02  0.121935248760221E+01  0.351751223741631E-01  0.819425499076723E+00  0.236382772820786E-01
     0.389300000000004E+02  0.121921606728503E+01  0.351538677619399E-01  0.819517857021825E+00  0.236293001276192E-01
     0.389400000000004E+02  0.121908004376594E+01  0.351325742114074E-01  0.819609970633759E+00  0.236202768349381E-01
     0.389500000000004E+02  0.121894441353074E+01  0.351112424370959E-01  0.819701842069322E+00  0.236112080120742E-01
     0.389600000000004E+02  0.121880917370065E+01  0.350898736156642E-01  0.819793473043276E+00  0.236020945532366E-01
     0.389700000000004E+02  0.121867432210725E+01  0.350684693123510E-01  0.819884864780397E+00  0.235929375868822E-01
     0.389800000000004E+02  0.121853985735949E+01  0.350470313959940E-01  0.819976017973220E+00  0.235837384163558E-01
     0.389900000000004E+02  0.121840577890117E+01  0.350255619435315E-01  0.820066932746521E+00  0.235744984537577E-01
     0.390000000000004E+02  0.121827208705743E+01  0.350040631351251E-01  0.820157608629555E+00  0.235652191478544E-01
     0.390100000000004E+02  0.121813878306864E+01  0.349825371412587E-01  0.820248044536925E+00  0.235559019069840E-01
     0.390200000000004E+02  0.121800586911084E+01  0.349609860033535E-01  0.820338238758839E+00  0.235465480180322E-01
     0.390300000000003E+02  0.121787334830134E+01  0.349394115096101E-01  0.820428188961392E+00  0.235371585626600E-01
     0.390400000000003E+02  0.121774122468900E+01  0.349178150679246E-01  0.820517892197341E+00  0.235277343320517E-01
     0.390500000000003E+02  0.121760950322851E+01  0.348961975778401E-01  0.820607344927663E+00  0.235182757415194E-01
     0.390600000000003E+02  0.121747818973834E+01  0.348745593035689E-01  0.820696543054050E+00  0.235087827463454E-01
     0.390700000000003E+02  0.121734729084250E+01  0.348528997501718E-01  0.820785481962279E+00  0.234992547602662E-01
     0.390800000000003E+02  0.121721681389615E+01  0.348312175449839E-01  0.820874156576235E+00  0.234896905780020E-01
     0.390900000000003E+02  0.121708676689574E+01  0.348095103263632E-01  0.820962561422164E+00  0.234800883032117E-01
     0.391000000000003E+02  0.121695715837437E+01  0.347877746417657E-01  0.821050690702596E+00  0.234704452832031E-01
     0.391100000000003E+02  0.121682799728348E+01  0.347660058570719E-01  0.821138538379136E+00  0.234607580516624E-01
     0.391200000000003E+02  0.121669929286204E+01  0.347441980789506E-01  0.821226098263237E+00  0.234510222805702E-01
     0.391300000000003E+02  0.121657105449495E+01  0.347223440918973E-01  0.821313364113850E+00  0.234412327423603E-01
     0.391400000000003E+02  0.121644329156219E+01  0.347004353113928E-01  0.821400329740765E+00  0.234313832832453E-01
     0.391500000000003E+02  0.121631601328072E+01  0.346784617544155E-01  0.821486989112292E+00  0.234214668084828E-01
     0.391600000000003E+02  0.121618922854129E+01  0.346564120283048E-01  0.821573336465851E+00  0.234114752801915E-01
     0.391700000000003E+02  0.121606294574216E+01  0.346342733387121E-01  0.821659366419974E+00  0.234013997281489E-01
     0.391800000000003E+02  0.121593717262225E+01  0.346120315171091E-01  0.821745074086123E+00  0.233912302738146E-01
     0.391900000000003E+02  0.121581191609598E+01  0.345896710680296E-01  0.821830455178748E+00  0.233809561676296E-01
     0.392000000000003E+02  0.121568718209220E+01  0.345671752359323E-01  0.821915506121938E+00  0.233705658394383E-01
     0.392100000000003E+02  0.121556297539960E+01  0.345445260912745E-01  0.822000224151093E+00  0.233600469616857E-01
     0.392200000000003E+02  0.121543929952095E+01  0.345217046350854E-01  0.822084607408039E+00  0.233493865248360E-01
     0.392300000000003E+02  0.121531615653845E+01  0.344986909210462E-01  0.822168655028105E+00  0.233385709242725E-01
     0.392400000000003E+02  0.121519354699229E+01  0.344754641937932E-01  0.822252367217748E+00  0.233275860577435E-01
     0.392500000000003E+02  0.121507146977434E+01  0.344520030419067E-01  0.822335745321437E+00  0.233164174322555E-01
     0.392600000000003E+02  0.121494992203895E+01  0.344282855637909E-01  0.822418791876657E+00  0.233050502791421E-01
     0.392700000000003E+02  0.121482889913216E+01  0.344042895444392E-01  0.822501510656006E+00  0.232934696759049E-01
     0.392800000000003E+02  0.121470839454091E+01  0.343799926408795E-01  0.822583906695583E+00  0.232816606732913E-01
     0.392900000000003E+02  0.121458839986310E+01  0.343553725739316E-01  0.822665986309025E+00  0.232696084259763E-01
     0.393000000000003E+02  0.121446890479932E+01  0.343304073237845E-01  0.822747757086753E+00  0.232572983251355E-01
     0.393100000000003E+02  0.121434989716678E+01  0.343050753268055E-01  0.822829227880223E+00  0.232447161311461E-01
     0.393200000000003E+02  0.121423136293540E+01  0.342793556709502E-01  0.822910408771154E+00  0.232318481046302E-01
     0.393300000000003E+02  0.121411328628601E+01  0.342532282871215E-01  0.822991311025981E+00  0.232186811340515E-01
     0.393400000000003E+02  0.121399564969005E+01  0.342266741338665E-01  0.823071947035955E+00  0.232052028581150E-01
     0.393500000000003E+02  0.121387843400991E+01  0.341996753728701E-01  0.823152330243544E+00  0.231914017812767E-01
     0.393600000000003E+02  0.121376161861887E+01  0.341722155328130E-01  0.823232475056012E+00  0.231772673807531E-01
     0.393700000000003E+02  0.121364518153901E+01  0.341442796593284E-01  0.823312396747221E+00  0.231627902035431E-01
     0.393800000000003E+02  0.121352909959548E+01  0.341158544489673E-01  0.823392111348897E+00  0.231479619521036E-01
     0.393900000000003E+02  0.121341334858512E+01  0.340869283653195E-01  0.823471635532770E+00  0.231327755574868E-01
     0.394000000000003E+02  0.121329790345717E+01  0.340574917356886E-01  0.823550986485114E+00  0.231172252389250E-01
     0.394100000000003E+02  0.121318273850386E+01  0.340275368270021E-01  0.823630181775349E+00  0.231013065490479E-01
     0.394200000000003E+02  0.121306782755810E+01  0.339970578999436E-01  0.823709239220449E+00  0.230850164041258E-01
     0.394300000000003E+02  0.121295314419587E+01  0.339660512406143E-01  0.823788176746958E+00  0.230683530989562E-01
     0.394400000000003E+02  0.121283866194042E+01  0.339345151693619E-01  0.823867012252465E+00  0.230513163062339E-01
     0.394500000000003E+02  0.121272435446577E+01  0.339024500267537E-01  0.823945763468350E+00  0.230339070604767E-01
     0.394600000000003E+02  0.121261019579657E+01  0.338698581370071E-01  0.824024447825656E+00  0.230161277268056E-01
     0.394700000000003E+02  0.121249616050190E+01  0.338367437495151E-01  0.824103082325810E+00  0.229979819550944E-01
     0.394800000000003E+02  0.121238222388039E+01  0.338031129594307E-01  0.824181683417890E+00  0.229794746202228E-01
     0.394900000000003E+02  0.121226836213425E+01  0.337689736085649E-01  0.824260266883991E+00  0.229606117493575E-01
     0.395000000000003E+02  0.121215455253018E+01  0.337343351681359E-01  0.824338847734141E+00  0.229414004373721E-01
     0.395100000000003E+02  0.121204077354492E+01  0.336992086051521E-01  0.824417440112025E+00  0.229218487516757E-01
     0.395200000000003E+02  0.121192700499403E+01  0.336636062344349E-01  0.824496057212650E+00  0.229019656278619E-01
     0.395300000000002E+02  0.121181322814213E+01  0.336275415584673E-01  0.824574711212834E+00  0.228817607577053E-01
     0.395400000000002E+02  0.121169942579370E+01  0.335910290974030E-01  0.824653413215279E+00  0.228612444711214E-01
     0.395500000000002E+02  0.121158558236332E+01  0.335540842116811E-01  0.824732173206711E+00  0.228404276137734E-01
     0.395600000000002E+02  0.121147168392499E+01  0.335167229197557E-01  0.824811000030395E+00  0.228193214220407E-01
     0.395700000000002E+02  0.121135771824022E+01  0.334789617134835E-01  0.824889901373113E+00  0.227979373970795E-01
     0.395800000000002E+02  0.121124367476485E+01  0.334408173736983E-01  0.824968883766484E+00  0.227762871796830E-01
     0.395900000000002E+02  0.121112954463516E+01  0.334023067884515E-01  0.825047952602283E+00  0.227543824276098E-01
     0.396000000000002E+02  0.121101532063377E+01  0.333634467763095E-01  0.825127112161258E+00  0.227322346969774E-01
     0.396100000000002E+02  0.121090099713640E+01  0.333242539169879E-01  0.825206365654709E+00  0.227098553292336E-01
     0.396200000000002E+02  0.121078657004057E+01  0.332847443914302E-01  0.825285715277973E+00  0.226872553450981E-01
     0.396300000000002E+02  0.121067203667776E+01  0.332449338332780E-01  0.825365162274783E+00  0.226644453467470E-01
     0.396400000000002E+02  0.121055739571061E+01  0.332048371934602E-01  0.825444707011331E+00  0.226414354293590E-01
     0.396500000000002E+02  0.121044264701704E+01  0.331644686194043E-01  0.825524349058755E+00  0.226182351029869E-01
     0.396600000000002E+02  0.121032779156319E+01  0.331238413501301E-01  0.825604087282709E+00  0.225948532255476E-01
     0.396700000000002E+02  0.121021283126726E+01  0.330829676282308E-01  0.825683919938546E+00  0.225712979475470E-01
     0.396800000000002E+02  0.121009776885643E+01  0.330418586294728E-01  0.825763844770649E+00  0.225475766689716E-01
     0.396900000000002E+02  0.120998260771910E+01  0.330005244104857E-01  0.825843859114408E+00  0.225236960085973E-01
     0.397000000000002E+02  0.120986735175457E+01  0.329589738747329E-01  0.825923959999313E+00  0.224996617857786E-01
     0.397100000000002E+02  0.120975200522242E+01  0.329172147566982E-01  0.826004144251698E+00  0.224754790146076E-01
     0.397200000000002E+02  0.120963657259376E+01  0.328752536239481E-01  0.826084408595668E+00  0.224511519101469E-01
     0.397300000000002E+02  0.120952105840635E+01  0.328330958965008E-01  0.826164749750846E+00  0.224266839062879E-01
     0.397400000000002E+02  0.120940546712565E+01  0.327907458826788E-01  0.826245164525606E+00  0.224020776846187E-01
     0.397500000000002E+02  0.120928980301345E+01  0.327482068304211E-01  0.826325649904613E+00  0.223773352135488E-01
     0.397600000000002E+02  0.120917407000603E+01  0.327054809928208E-01  0.826406203129548E+00  0.223524577968066E-01
     0.397700000000002E+02  0.120905827160302E+01  0.326625697064907E-01  0.826486821772060E+00  0.223274461303131E-01
     0.397800000000002E+02  0.120894241076855E+01  0.326194734811989E-01  0.826567503798111E+00  0.223023003663366E-01
     0.397900000000002E+02  0.120882648984555E+01  0.325761920990961E-01  0.826648247623010E+00  0.222770201837561E-01
     0.398000000000002E+02  0.120871051048423E+01  0.325327247217606E-01  0.826729052156616E+00  0.222516048632011E-01
     0.398100000000002E+02  0.120859447358530E+01  0.324890700032115E-01  0.826809916838309E+00  0.222260533657929E-01
